"","business_id","business_name","business_address","business_city","business_state","business_postal_code","business_latitude","business_longitude","business_location","business_phone_number","inspection_id","inspection_date","inspection_score","inspection_type","violation_id","violation_description","risk_category","riskCatScore"
"24142",64660,"Haight Street Market","1530 Haight St","San Francisco","CA","92672",37.769957,-122.447533,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.447533', 'latitude': '37.769957'}",14155250643,"64660_20170222","2017-02-22T00:00:00",87,"Routine - Unscheduled","64660_20170222_103154","Unclean or degraded floors walls or ceilings","Low Risk",1
"24144",1992,"GENEVA STEAK HOUSE","5130 MISSION St","San Francisco","CA","94112",37.716242,-122.441183,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.441183', 'latitude': '37.716242'}",14155404078,"1992_20170705","2017-07-05T00:00:00",69,"Routine - Unscheduled","1992_20170705_103132","Improper thawing methods","Moderate Risk",2
"24162",27799,"Buckhorn Grill","845 Market St FE-5","San Francisco","CA","94103",37.784848,-122.406892,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.406892', 'latitude': '37.784848'}",14155979770,"27799_20170407","2017-04-07T00:00:00",84,"Routine - Unscheduled","27799_20170407_103103","High risk food holding temperature","High Risk",3
"24169",2739,"ROSE'S CAFE","2298 Union St","San Francisco","CA","94123",37.796927,-122.436974,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.436974', 'latitude': '37.796927'}",14155955596,"2739_20170627","2017-06-27T00:00:00",79,"Routine - Unscheduled","2739_20170627_103149","Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",1
"24184",4108,"Hornblower Cruises & Events/SF Belle","Pier 3","San Francisco","CA","94111",37.797473,-122.39592,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.39592', 'latitude': '37.797473'}",14155948305,"4108_20170111","2017-01-11T00:00:00",92,"Routine - Unscheduled","4108_20170111_103124","Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",2
"24209",2842,"SEASONS RESTAURANT","757 MARKET St 5/Fl","San Francisco","CA","94103",37.786476,-122.404852,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.404852', 'latitude': '37.786476'}",14155633000,"2842_20170616","2017-06-16T00:00:00",73,"Routine - Unscheduled","2842_20170616_103129","Insufficient hot water or running water","Moderate Risk",2
"24220",1641,"MARTHA & BROS. COFFEE CO","1551 Church St","San Francisco","CA","94131",37.745974,-122.426856,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.426856', 'latitude': '37.745974'}",14155641166,"1641_20170627","2017-06-27T00:00:00",77,"Routine - Unscheduled","1641_20170627_103139","Improper food storage","Low Risk",1
"24222",1529,"STARBUCKS","490 BRANNAN St","San Francisco","CA","94107",37.778694,-122.396139,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.396139', 'latitude': '37.778694'}",14155240256,"1529_20170518","2017-05-18T00:00:00",98,"Routine - Unscheduled","1529_20170518_103154","Unclean or degraded floors walls or ceilings","Low Risk",1
"24233",65057,"The Brixton","2140 UNION St","San Francisco","CA","94123",37.797238,-122.434533,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.434533', 'latitude': '37.797238'}",14155401114,"65057_20170705","2017-07-05T00:00:00",80,"Routine - Unscheduled","65057_20170705_103105","Improper cooling methods","High Risk",3
"24234",187,"TAZA WRAPS & JUICE","750 FONT, BLDG B Blvd","San Francisco","CA","94132",37.723054,-122.483612,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.483612', 'latitude': '37.723054'}",14155374525,"187_20170210","2017-02-10T00:00:00",92,"Routine - Unscheduled","187_20170210_103120","Moderate risk food holding temperature","Moderate Risk",2
"24241",1008,"VALENCIA PIZZA & PASTA","801 VALENCIA St","San Francisco","CA","94110",37.759944,-122.421356,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.421356', 'latitude': '37.759944'}",14155641882,"1008_20170905","2017-09-05T00:00:00",88,"Routine - Unscheduled","1008_20170905_103144","Unapproved or unmaintained equipment or utensils","Low Risk",1
"24267",5856,"Sanchez School","325 Sanchez St","San Francisco","CA","94114",37.76395,-122.430767,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.430767', 'latitude': '37.76395'}",14155246380,"5856_20170928","2017-09-28T00:00:00",96,"Routine - Unscheduled","5856_20170928_103154","Unclean or degraded floors walls or ceilings","Low Risk",1
"24272",194,"BAYSIDE COFFEE SHOP","2011 BAYSHORE Blvd","San Francisco","CA","94134",37.715126,-122.398901,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.398901', 'latitude': '37.715126'}",14155462023,"194_20170919","2017-09-19T00:00:00",84,"Routine - Unscheduled","194_20170919_103149","Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",1
"24273",194,"BAYSIDE COFFEE SHOP","2011 BAYSHORE Blvd","San Francisco","CA","94134",37.715126,-122.398901,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.398901', 'latitude': '37.715126'}",14155462023,"194_20170919","2017-09-19T00:00:00",84,"Routine - Unscheduled","194_20170919_103138","Improper storage use or identification of toxic substances","Low Risk",1
"24290",2497,"PLUTO'S","3258 SCOTT St","San Francisco","CA","94123",37.799796,-122.441041,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.441041', 'latitude': '37.799796'}",14155778867,"2497_20170926","2017-09-26T00:00:00",90,"Routine - Unscheduled","2497_20170926_103151","Inadequate or unsanitary refuse containers or area or no garbage service","Low Risk",1
"24300",194,"BAYSIDE COFFEE SHOP","2011 BAYSHORE Blvd","San Francisco","CA","94134",37.715126,-122.398901,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.398901', 'latitude': '37.715126'}",14155462023,"194_20170919","2017-09-19T00:00:00",84,"Routine - Unscheduled","194_20170919_103120","Moderate risk food holding temperature","Moderate Risk",2
"24302",2497,"PLUTO'S","3258 SCOTT St","San Francisco","CA","94123",37.799796,-122.441041,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.441041', 'latitude': '37.799796'}",14155778867,"2497_20170926","2017-09-26T00:00:00",90,"Routine - Unscheduled","2497_20170926_103161","Low risk vermin infestation","Low Risk",1
"24305",2497,"PLUTO'S","3258 SCOTT St","San Francisco","CA","94123",37.799796,-122.441041,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.441041', 'latitude': '37.799796'}",14155778867,"2497_20170926","2017-09-26T00:00:00",90,"Routine - Unscheduled","2497_20170926_103150","Improper or defective plumbing","Low Risk",1
"24309",5856,"Sanchez School","325 Sanchez St","San Francisco","CA","94114",37.76395,-122.430767,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.430767', 'latitude': '37.76395'}",14155246380,"5856_20170928","2017-09-28T00:00:00",96,"Routine - Unscheduled","5856_20170928_103161","Low risk vermin infestation","Low Risk",1
"24324",194,"BAYSIDE COFFEE SHOP","2011 BAYSHORE Blvd","San Francisco","CA","94134",37.715126,-122.398901,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.398901', 'latitude': '37.715126'}",14155462023,"194_20170919","2017-09-19T00:00:00",84,"Routine - Unscheduled","194_20170919_103131","Moderate risk vermin infestation","Moderate Risk",2
"24327",2497,"PLUTO'S","3258 SCOTT St","San Francisco","CA","94123",37.799796,-122.441041,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.441041', 'latitude': '37.799796'}",14155778867,"2497_20170926","2017-09-26T00:00:00",90,"Routine - Unscheduled","2497_20170926_103133","Foods not protected from contamination","Moderate Risk",2
"24328",5895,"Downtown High School","693 VERMONT St","San Francisco","CA","94107",37.761354,-122.404146,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.404146', 'latitude': '37.761354'}",14155695866,"5895_20170920","2017-09-20T00:00:00",96,"Routine - Unscheduled","5895_20170920_103120","Moderate risk food holding temperature","Moderate Risk",2
"24347",194,"BAYSIDE COFFEE SHOP","2011 BAYSHORE Blvd","San Francisco","CA","94134",37.715126,-122.398901,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.398901', 'latitude': '37.715126'}",14155462023,"194_20170919","2017-09-19T00:00:00",84,"Routine - Unscheduled","194_20170919_103154","Unclean or degraded floors walls or ceilings","Low Risk",1
"24352",194,"BAYSIDE COFFEE SHOP","2011 BAYSHORE Blvd","San Francisco","CA","94134",37.715126,-122.398901,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.398901', 'latitude': '37.715126'}",14155462023,"194_20170919","2017-09-19T00:00:00",84,"Routine - Unscheduled","194_20170919_103145","Improper storage of equipment utensils or linens","Low Risk",1
"24378",5815,"ALVARADO ELEMENTARY SCHOOL","625  DOUGLASS St","San Francisco","CA","94114",37.753684,-122.438696,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.438696', 'latitude': '37.753684'}",14155695695,"5815_20170928","2017-09-28T00:00:00",96,"Routine - Unscheduled","5815_20170928_103124","Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",2
"24384",10030,"Marshall Elementary School","1575 15th St","San Francisco","CA","94103",37.766864,-122.419014,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.419014', 'latitude': '37.766864'}",14155246280,"10030_20170928","2017-09-28T00:00:00",93,"Routine - Unscheduled","10030_20170928_103103","High risk food holding temperature","High Risk",3
"24458",2132,"B & M MEI SING RESTAURANT","62 02nd St","San Francisco","CA","94105",37.788453,-122.400466,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.400466', 'latitude': '37.788453'}",14155772888,"2132_20170928","2017-09-28T00:00:00",85,"Routine - Unscheduled","2132_20170928_103154","Unclean or degraded floors walls or ceilings","Low Risk",1
"24462",2132,"B & M MEI SING RESTAURANT","62 02nd St","San Francisco","CA","94105",37.788453,-122.400466,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.400466', 'latitude': '37.788453'}",14155772888,"2132_20170928","2017-09-28T00:00:00",85,"Routine - Unscheduled","2132_20170928_103142","Unclean nonfood contact surfaces","Low Risk",1
"24465",4787,"TONY BALONEY'S","1098 HOWARD St","San Francisco","CA","94103",37.778033,-122.40943,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.40943', 'latitude': '37.778033'}",14155861514,"4787_20171002","2017-10-02T00:00:00",86,"Routine - Unscheduled","4787_20171002_103119","Inadequate and inaccessible handwashing facilities","Moderate Risk",2
"24470",4787,"TONY BALONEY'S","1098 HOWARD St","San Francisco","CA","94103",37.778033,-122.40943,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.40943', 'latitude': '37.778033'}",14155861514,"4787_20171002","2017-10-02T00:00:00",86,"Routine - Unscheduled","4787_20171002_103124","Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",2
"24473",32671,"La Taqueria Guadalajara","3146 24th St","San Francisco","CA","94110",37.752512,-122.415109,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.415109', 'latitude': '37.752512'}",14155644892,"32671_20170920","2017-09-20T00:00:00",86,"Routine - Unscheduled","32671_20170920_103120","Moderate risk food holding temperature","Moderate Risk",2
"24477",5817,"LAKESHORE ELEMENTARY SCHOOL","220 MIDDLEFIELD Dr","San Francisco","CA","94132",37.730637,-122.4861,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.4861', 'latitude': '37.730637'}",14155752825,"5817_20171003","2017-10-03T00:00:00",94,"Routine - Unscheduled","5817_20171003_103149","Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",1
"24484",5786,"UNION STREET INN","2229 UNION St","San Francisco","CA","94123",37.796977,-122.435968,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.435968', 'latitude': '37.796977'}",14155340424,"5786_20171003","2017-10-03T00:00:00",94,"Routine - Unscheduled","5786_20171003_103161","Low risk vermin infestation","Low Risk",1
"24494",5838,"HARVEY MILK ELEMENTARY SCHOOL","4235 19th St","San Francisco","CA","94114",37.759173,-122.436488,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.436488', 'latitude': '37.759173'}",14155246276,"5838_20170929","2017-09-29T00:00:00",98,"Routine - Unscheduled","5838_20170929_103149","Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",1
"24496",1249,"KABABAYAN FAST FOOD","2706 MISSION St","San Francisco","CA","94110",37.753691,-122.418657,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.418657', 'latitude': '37.753691'}",14155929635,"1249_20171002","2017-10-02T00:00:00",78,"Routine - Unscheduled","1249_20171002_103103","High risk food holding temperature","High Risk",3
"24498",619,"A-1 BAKERY","1727 OCEAN Ave","San Francisco","CA","94112",37.724824,-122.460726,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.460726', 'latitude': '37.724824'}",14155586923,"619_20170929","2017-09-29T00:00:00",90,"Routine - Unscheduled","619_20170929_103149","Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",1
"24508",10332,"Harvest Urban Market","191 08th St","San Francisco","CA","94103",37.776384,-122.411684,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.411684', 'latitude': '37.776384'}",14155620805,"10332_20171002","2017-10-02T00:00:00",79,"Routine - Unscheduled","10332_20171002_103133","Foods not protected from contamination","Moderate Risk",2
"24512",5813,"LICK MIDDLE SCHOOL","1220 Noe St","San Francisco","CA","94114",37.74949,-122.43175,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.43175', 'latitude': '37.74949'}",14155816139,"5813_20171002","2017-10-02T00:00:00",96,"Routine - Unscheduled","5813_20171002_103119","Inadequate and inaccessible handwashing facilities","Moderate Risk",2
"24520",4787,"TONY BALONEY'S","1098 HOWARD St","San Francisco","CA","94103",37.778033,-122.40943,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.40943', 'latitude': '37.778033'}",14155861514,"4787_20171002","2017-10-02T00:00:00",86,"Routine - Unscheduled","4787_20171002_103157","Food safety certificate or food handler card not available","Low Risk",1
"24521",619,"A-1 BAKERY","1727 OCEAN Ave","San Francisco","CA","94112",37.724824,-122.460726,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.460726', 'latitude': '37.724824'}",14155586923,"619_20170929","2017-09-29T00:00:00",90,"Routine - Unscheduled","619_20170929_103144","Unapproved or unmaintained equipment or utensils","Low Risk",1
"24522",2455,"MUDDY WATERS","521 VALENCIA St","San Francisco","CA","94110",37.764484,-122.421815,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.421815', 'latitude': '37.764484'}",14155868006,"2455_20171003","2017-10-03T00:00:00",92,"Routine - Unscheduled","2455_20171003_103120","Moderate risk food holding temperature","Moderate Risk",2
"24527",5926,"SAN FRANCISCO SCHOOL, THE","300 GAVEN St","San Francisco","CA","94134",37.732518,-122.411648,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.411648', 'latitude': '37.732518'}",14155235065,"5926_20170927","2017-09-27T00:00:00",96,"Routine - Unscheduled","5926_20170927_103124","Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",2
"24528",2132,"B & M MEI SING RESTAURANT","62 02nd St","San Francisco","CA","94105",37.788453,-122.400466,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.400466', 'latitude': '37.788453'}",14155772888,"2132_20170928","2017-09-28T00:00:00",85,"Routine - Unscheduled","2132_20170928_103109","Unclean or unsanitary food contact surfaces","High Risk",3
"24530",619,"A-1 BAKERY","1727 OCEAN Ave","San Francisco","CA","94112",37.724824,-122.460726,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.460726', 'latitude': '37.724824'}",14155586923,"619_20170929","2017-09-29T00:00:00",90,"Routine - Unscheduled","619_20170929_103136","Unsanitary employee garments hair or nails","Low Risk",1
"24535",5859,"BURTON HIGH SCHOOL","400 MANSELL St","San Francisco","CA","94134",37.720656,-122.405108,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.405108', 'latitude': '37.720656'}",14155464570,"5859_20170927","2017-09-27T00:00:00",94,"Routine - Unscheduled","5859_20170927_103119","Inadequate and inaccessible handwashing facilities","Moderate Risk",2
"24537",10332,"Harvest Urban Market","191 08th St","San Francisco","CA","94103",37.776384,-122.411684,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.411684', 'latitude': '37.776384'}",14155620805,"10332_20171002","2017-10-02T00:00:00",79,"Routine - Unscheduled","10332_20171002_103156","Permit license or inspection report not posted","Low Risk",1
"24538",619,"A-1 BAKERY","1727 OCEAN Ave","San Francisco","CA","94112",37.724824,-122.460726,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.460726', 'latitude': '37.724824'}",14155586923,"619_20170929","2017-09-29T00:00:00",90,"Routine - Unscheduled","619_20170929_103121","Inadequate procedures or records for time as a public health control","Moderate Risk",2
"24541",63503,"Mason Street Deli and Market","39 MASON","San Francisco","CA","94102",37.784094,-122.409274,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.409274', 'latitude': '37.784094'}",14155624312,"63503_20170929","2017-09-29T00:00:00",88,"Routine - Unscheduled","63503_20170929_103138","Improper storage use or identification of toxic substances","Low Risk",1
"24548",2132,"B & M MEI SING RESTAURANT","62 02nd St","San Francisco","CA","94105",37.788453,-122.400466,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.400466', 'latitude': '37.788453'}",14155772888,"2132_20170928","2017-09-28T00:00:00",85,"Routine - Unscheduled","2132_20170928_103124","Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",2
"24552",320,"NAPOLI PIZZA RESTAURANT","1045 POLK St","San Francisco","CA","94109",37.786545,-122.419894,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.419894', 'latitude': '37.786545'}",14155882222,"320_20171004","2017-10-04T00:00:00",77,"Routine - Unscheduled","320_20171004_103144","Unapproved or unmaintained equipment or utensils","Low Risk",1
"24553",5859,"BURTON HIGH SCHOOL","400 MANSELL St","San Francisco","CA","94134",37.720656,-122.405108,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.405108', 'latitude': '37.720656'}",14155464570,"5859_20170927","2017-09-27T00:00:00",94,"Routine - Unscheduled","5859_20170927_103144","Unapproved or unmaintained equipment or utensils","Low Risk",1
"24554",3256,"Connection, The","5740 MISSION St","San Francisco","CA","94112",37.709737,-122.45007,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.45007', 'latitude': '37.709737'}",14155336172,"3256_20171002","2017-10-02T00:00:00",92,"Routine - Unscheduled","3256_20171002_103154","Unclean or degraded floors walls or ceilings","Low Risk",1
"24556",3256,"Connection, The","5740 MISSION St","San Francisco","CA","94112",37.709737,-122.45007,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.45007', 'latitude': '37.709737'}",14155336172,"3256_20171002","2017-10-02T00:00:00",92,"Routine - Unscheduled","3256_20171002_103145","Improper storage of equipment utensils or linens","Low Risk",1
"24558",10332,"Harvest Urban Market","191 08th St","San Francisco","CA","94103",37.776384,-122.411684,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.411684', 'latitude': '37.776384'}",14155620805,"10332_20171002","2017-10-02T00:00:00",79,"Routine - Unscheduled","10332_20171002_103120","Moderate risk food holding temperature","Moderate Risk",2
"24561",1249,"KABABAYAN FAST FOOD","2706 MISSION St","San Francisco","CA","94110",37.753691,-122.418657,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.418657', 'latitude': '37.753691'}",14155929635,"1249_20171002","2017-10-02T00:00:00",78,"Routine - Unscheduled","1249_20171002_103155","Unapproved  living quarters in food facility","Low Risk",1
"24563",320,"NAPOLI PIZZA RESTAURANT","1045 POLK St","San Francisco","CA","94109",37.786545,-122.419894,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.419894', 'latitude': '37.786545'}",14155882222,"320_20171004","2017-10-04T00:00:00",77,"Routine - Unscheduled","320_20171004_103129","Insufficient hot water or running water","Moderate Risk",2
"24569",5866,"KING ELEMENTARY SCHOOL","1215 CAROLINA St","San Francisco","CA","94107",37.753196,-122.39939,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.39939', 'latitude': '37.753196'}",14155695797,"5866_20171002","2017-10-02T00:00:00",96,"Routine - Unscheduled","5866_20171002_103119","Inadequate and inaccessible handwashing facilities","Moderate Risk",2
"24578",320,"NAPOLI PIZZA RESTAURANT","1045 POLK St","San Francisco","CA","94109",37.786545,-122.419894,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.419894', 'latitude': '37.786545'}",14155882222,"320_20171004","2017-10-04T00:00:00",77,"Routine - Unscheduled","320_20171004_103145","Improper storage of equipment utensils or linens","Low Risk",1
"24579",63503,"Mason Street Deli and Market","39 MASON","San Francisco","CA","94102",37.784094,-122.409274,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.409274', 'latitude': '37.784094'}",14155624312,"63503_20170929","2017-09-29T00:00:00",88,"Routine - Unscheduled","63503_20170929_103157","Food safety certificate or food handler card not available","Low Risk",1
"24580",32671,"La Taqueria Guadalajara","3146 24th St","San Francisco","CA","94110",37.752512,-122.415109,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.415109', 'latitude': '37.752512'}",14155644892,"32671_20170920","2017-09-20T00:00:00",86,"Routine - Unscheduled","32671_20170920_103131","Moderate risk vermin infestation","Moderate Risk",2
"24582",5817,"LAKESHORE ELEMENTARY SCHOOL","220 MIDDLEFIELD Dr","San Francisco","CA","94132",37.730637,-122.4861,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.4861', 'latitude': '37.730637'}",14155752825,"5817_20171003","2017-10-03T00:00:00",94,"Routine - Unscheduled","5817_20171003_103120","Moderate risk food holding temperature","Moderate Risk",2
"24585",5786,"UNION STREET INN","2229 UNION St","San Francisco","CA","94123",37.796977,-122.435968,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.435968', 'latitude': '37.796977'}",14155340424,"5786_20171003","2017-10-03T00:00:00",94,"Routine - Unscheduled","5786_20171003_103133","Foods not protected from contamination","Moderate Risk",2
"24587",32671,"La Taqueria Guadalajara","3146 24th St","San Francisco","CA","94110",37.752512,-122.415109,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.415109', 'latitude': '37.752512'}",14155644892,"32671_20170920","2017-09-20T00:00:00",86,"Routine - Unscheduled","32671_20170920_103154","Unclean or degraded floors walls or ceilings","Low Risk",1
"24588",4787,"TONY BALONEY'S","1098 HOWARD St","San Francisco","CA","94103",37.778033,-122.40943,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.40943', 'latitude': '37.778033'}",14155861514,"4787_20171002","2017-10-02T00:00:00",86,"Routine - Unscheduled","4787_20171002_103144","Unapproved or unmaintained equipment or utensils","Low Risk",1
"24589",320,"NAPOLI PIZZA RESTAURANT","1045 POLK St","San Francisco","CA","94109",37.786545,-122.419894,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.419894', 'latitude': '37.786545'}",14155882222,"320_20171004","2017-10-04T00:00:00",77,"Routine - Unscheduled","320_20171004_103119","Inadequate and inaccessible handwashing facilities","Moderate Risk",2
"24591",5959,"ST. JOHN'S SNACK BAR","925 CHENERY St","San Francisco","CA","94131",37.735264,-122.437679,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.437679', 'latitude': '37.735264'}",14155586144,"5959_20171002","2017-10-02T00:00:00",94,"Routine - Unscheduled","5959_20171002_103161","Low risk vermin infestation","Low Risk",1
"24594",1249,"KABABAYAN FAST FOOD","2706 MISSION St","San Francisco","CA","94110",37.753691,-122.418657,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.418657', 'latitude': '37.753691'}",14155929635,"1249_20171002","2017-10-02T00:00:00",78,"Routine - Unscheduled","1249_20171002_103161","Low risk vermin infestation","Low Risk",1
